	article_id	article_auteur	article_section	article_titre	article_page	revue_annee	revue_numero	chapitre	article_SPE_seance
1911	BSPE-1917-896	BRÉMONT (E.), LÉGER (Marcel)	Communication	La Filariose de Bancroft à la Guyane française dans ses rapports avec les manifestations lympha- texiques.	896	1917	10	Séance du 12 décembre 1917. Communications. Quelques remarques sur les Anophélines de Macédoine, par Cot et Hovasse. / La filariose de bancroft à la Guyane Française dans ses rapports avec les manifestations lymphatexiques, par E. Brémont et M. Leger	12 décembre 1917
1912	BSPE-1917-900	NOC (F.)	Discussion	La Filariose de Bancroft à la Guyane française dans ses rapports avec les manifestations lympha- texiques. (Discussion)	900	1917	10	Séance du 12 décembre 1917. Communications. La filariose de bancroft à la Guyane Française dans ses rapports avec les manifestations lymphatexiques, par E. Brémont et M. Leger. (Hospice de Cayenne et Institut d'hygiène de la Guyane.)	12 décembre 1917
1913	BSPE-1917-901	VELU (H.)	Communication	La pyothérapie dans le traitement des blessures de harnachement aux Colonies.	901	1917	10	Séance du 12 décembre 1917. Communications. La filariose de bancroft à la Guyane Française dans ses rapports avec les manifestations lymphatexiques, par E. Brémont et M. Leger. / La pyothérapie dans le traitement des blessures de harnachement aux colonies, par H. Velu	12 décembre 1917
1914	BSPE-1917-904	MARTINEZ (F.)	Mémoire	La dysenterie tropicale en Espagne.	904	1917	10	Séance du 12 décembre 1917. Mémoires. La dysenterie tropicale en Espagne, par le Dr Fidel F. Martinez.	12 décembre 1917
1915	BSPE-1917-915	SULDEY (E.-W.)	Mémoire	L’index endémique du Paludisme à Madagascar. Valeur de la formule leucocytaire dans l’évaluation de l’index, comparativement à la splénomégalie, l’hé- matozoaire et les mélanifères.	915	1917	10	Séance du 12 décembre 1917. Mémoires. La dysenterie tropicale en Espagne, par le Dr Fidel F. Martinez... / L'index endémique du paludisme à Madagascar. Valeur de la formule leucocytaire dans l'évaluation de l'index, comparativement à la splénomégalie, l'hématozoaire et les mélanifères, par E.-W. Suldey	12 décembre 1917
1916	BSPE-1917-923	LACASSAGNE (A.)	Mémoire	Considérations pratiques sur la prophylaxie et le traitement des paludéens en Macédoine. 	923	1917	10	Séance du 12 décembre 1917. Mémoires. L'index endémique du paludisme à Madagascar. Valeur de la formule leucocytaire dans l'évaluation de l'index, comparativement à la splénomégalie, l'hématozoaire et les mélanifères, par E.-W. Suldey. / Considérations pratiques sur la prophylaxie et le traitement des paludéens en Macédoine, par Antoine Lacassagne	12 décembre 1917
1917	BSPE-1917-932	DA MATTA (A.)	Mémoire	Considérations sur l’entéro-trichocéphalose et la trichocéphalose appendiculaire.	932	1917	10	Séance du 12 décembre 1917. Mémoires. Considérations pratiques sur la prophylaxie et le traitement des paludéens en Macédoine, par Antoine Lacassagne. / Considérations sur l'entéro-trichocéphalose et la trichocéphalose appendiculaire, par le Dr Alfr. da Matta	12 décembre 1917
1918	BSPE-1918-1	MARCHOUX (Emile)		À propos de l’article « Remarques sur le paludisme dans la XVIe région. Cas autochtone à Plasmodium præcox. » de LAGRIFFOUL et PICARD, Bull Soc Pathol Exot, 1917, 10, 883-885 	1	1918	11	Séance du 9 janvier 1918. A propos du procès-verbal. Influence du milieu extérieur sur la résistance de l'organisme au paludisme, par E. Marchoux	9 janvier 1918
1919	BSPE-1918-4	LAVERAN (Alphonse)	Correspondance	Allocution du Président	4	1918	11	Séance du 9 janvier 1918. Correspondance. / Allocution du président	9 janvier 1918
1920	BSPE-1918-10	VELU (H.)	Communication	Au sujet de la préparation du pyovaccin contre la lymphangite épizootique.	10	1918	11	Séance du 9 janvier 1918. Communications. Au sujet de la préparation du pyovaccin contre la lymphangite épizootique, par H. Velu	9 janvier 1918
1921	BSPE-1918-12	VELU (H.)	Communication	Quelques considérations sur l’efficacité et la non spécificité absolue de la pyothérapie anticrypto- coccique chez le cheval.	12	1918	11	Séance du 9 janvier 1918. Communications. Quelques considérations sur l'efficacité et la non spécificité absolue de la pyothérapie anticryptococcique chez le cheval, par H. Velu	9 janvier 1918
1922	BSPE-1918-18	JOUIN (A.)	Communication	Un cas de diarrhée chronique (diarrhée de Cochinchine, sprue) rebelle à tous les traite- ments, guérie par l’héliothérapie marine aidée de la Thermothérapie (méthode du Dr MIRAMOND DE LAROQUETTE).	18	1918	11	Séance du 9 janvier 1918. Communications. Un cas de diarrhée chronique des pays chauds (diarrhée de Cochinchine, sprue) rebelle à tous les traitements, guérie en quelques semaines par l'héliothérapie marine aidée de la thermothérapie (méthode du Dr Miramond de Laroquette). Par A. Jouin	9 janvier 1918
1923	BSPE-1918-19	LÉGER (A.), CERTAIN (B.)	Communication	Recherche du spirochète ictéro-hémorragique chez les rats de Dakar.	19	1918	11	Séance du 9 janvier 1918. Communications. Un cas de diarrhée chronique des pays chauds (diarrhée de Cochinchine, sprue) rebelle à tous les traitements, guérie en quelques semaines par l'héliothérapie marine aidée de la thermothérapie (méthode du Dr Miramond de Laroquette). Par A. Jouin. / Recherche du spirochète ictéro-hémorragique chez les rats de Dakar, par André Leger et Certain	9 janvier 1918
1924	BSPE-1918-23	CHATTON (Edouard)	Communication	Les caractères de l’amibiase intestinale du cobaye à Entamœba dysenteriæ : localisation cæcale, absence de dysenterie, importantes réactions hyper- plasiques.	23	1918	11	Séance du 9 janvier 1918. Communications. Les caractères de l'amibiase intestinale du cobaye à Entamoeba dysenteriae : localisation caecale, absence de dysenterie, importantes réactions hyperplasiques. Par Edouard Chatton	9 janvier 1918
1925	BSPE-1918-26	VELU (H.)	Communication	Les affections du cheval à parasites endoglobu- laires au Maroc.	26	1918	11	Séance du 9 janvier 1918. Communications. Les caractères de l'amibiase intestinale du cobaye à Entamoeba dysenteriae : localisation caecale, absence de dysenterie, importantes réactions hyperplasiques. Par Edouard Chatton. / Les affections du cheval à parasites endoglobulaires au Maroc, par H. Velu	9 janvier 1918
1926	BSPE-1918-28	MOREAU (L.)	Communication	Sur deux cas de gangrène du pied et de la jambe, ayant pour cause une artérite d’origine palus- tre.	28	1918	11	Séance du 9 janvier 1918. Communications. Sur deux cas de gangrène du pied et de la jambe, ayant pour cause une artérite d'origine palustre, par Laurent Moreau	9 janvier 1918
1927	BSPE-1918-31	COMMES (CH.)	Communication	Leucocytozoon et microfilaire d’un rapace diur- ne (Astur badius, var. sphenurus).	31	1918	11	Séance du 9 janvier 1918. Communications. Sur deux cas de gangrène du pied et de la jambe, ayant pour cause une artérite d'origine palustre, par Laurent Moreau. / Leucocytozoon et microfilaire d'un rapace diurne (Astur badius, var. sphenurus), par Ch. Commes	9 janvier 1918
1928	BSPE-1918-34	GIRARD	Communication	Sur l’existence à Madagascar de la dysente- rie bilharzienne à Schistosomum americanum (ou Mansoni).	34	1918	11	Séance du 9 janvier 1918. Communications. Leucocytozoon et microfilaire d'un rapace diurne (Astur badius, var. sphenurus), par Ch. Commes. / Sur l'existence à Madagascar de la dysenterie bilharizienne à Schistosomum americanum ou Mansoni, par Girard	9 janvier 1918
1929	BSPE-1918-36	COMMES (CH.)	Communication	Mélanosarcome de la choroïde chez une fillette bambara.	36	1918	11	Séance du 9 janvier 1918. Communications. Sur l'existence à Madagascar de la dysenterie bilharizienne à Schistosomum americanum ou Mansoni, par Girard. / Mélano-sarcome de la choroïde chez une fillette bambara, par Ch. Commes	9 janvier 1918
1930	BSPE-1918-39	VIOLLE (H.)	Mémoire	Spirochétose pulmonaire (bronchite sanglante).	39	1918	11	Séance du 9 janvier 1918. Mémoires. Spirochétose pulmonaire (bronchite sanglante), par H. Violle	9 janvier 1918
1931	BSPE-1918-47	MERCIER (L.), MATHIS (C.)	Mémoire	Kystes gamogoniques et schizogoniques chez Entamœba ranarum.	47	1918	11	Séance du 9 janvier 1918. Mémoires. Spirochétose pulmonaire (bronchite sanglante), par H. Violle. / Kystes gamogoniques et schizogoniques chez Entamoeba ranarum, par L. Mercier et C. Mathis	9 janvier 1918
1932	BSPE-1918-61	SULDEY (E.W.)	Communication	Lèpre et maladies endémiques à Mohéli (Comores).	61	1918	11	Séance du 13 février 1918. Communications. Lèpre et maladies endémiques à Mohéli (Comores), par E.-W. Suldey	13 février 1918
1933	BSPE-1918-64	LÉGER (A.)	Communication	Spirochétose sanguine animale à Dakar. Sa valeur au point de vue épidémiologique. 	64	1918	11	Séance du 13 février 1918. Communications. Lèpre et maladies endémiques à Mohéli (Comores), par E.-W. Suldey. / Spirochétose sanguine animale à Dakar. Sa valeur au point de vue épidémiologique, par André Leger	13 février 1918
1934	BSPE-1918-66	CHATTON (Edouard)	Communication	Mon dernier mot au sujet des enclaves kysti- ques des Entamibes.	66	1918	11	Séance du 13 février 1918. Communications. Spirochétose sanguine animale à Dakar. Sa valeur au point de vue épidémiologique, par André Leger. (Laboratoire de bactériologie de l'A. O. F. à Dakar.). / Mon dernier mot au sujet des enclaves kystiques des Entamibes, par Edouard Chatton	13 février 1918
1935	BSPE-1918-67	LÉGER (Marcel)	Communication	Documents hématologiques relatifs au palu- disme à la Guyane française.	67	1918	11	Séance du 13 février 1918. Communications. Mon dernier mot au sujet des enclaves kystiques des Entamibes, par Edouard Chatton. / Documents hématologiques relatifs au paludisme à la Guyane Française, par Marcel Leger	13 février 1918
1936	BSPE-1918-73	LAGRIFFOUL (A.), PICARD (F.)	Communication	Mode d’action du climat sur la répartition géo- graphique du paludisme.	73	1918	11	Séance du 13 février 1918. Communications. Documents hématologiques relatifs au paludisme à la Guyane Française, par Marcel Leger. (Institut d'hygiène et de bactériologie de Cayenne.). / Mode d'action du climat sur la répartition géographique du paludisme, par A. Lagriffoul et F. Picard	13 février 1918
1937	BSPE-1918-80	BRAU (P.), BILLIEMAZ (A.)	Communication	Inconvénients que peut présenter le traitement quinique appliqué avec trop de rigueur.	80	1918	11	Séance du 13 février 1918. Communications. Mode d'action du climat sur la répartition géographique du paludisme, par A. Lagriffoul et F. Picard. / Inconvénients que peut présenter le traitement quinique appliqué avec trop de rigueur, par P. Brau et A. Billiemaz	13 février 1918
1938	BSPE-1918-82	RAILLIET (A.), HENRY (A.)	Communication	Nématodes parasites du Congo belge.	82	1918	11	Séance du 13 février 1918. Communications. Inconvénients que peut présenter le traitement quinique appliqué avec trop de rigueur, par P. Brau et A. Billiemaz. / Nématodes parasites du Congo Belge, par A. Railliet et A. Henry	13 février 1918
1939	BSPE-1918-86	RAILLIET (A.)	Communication	Sur un Strongylidé vivant dans des kystes intes- tinaux chez les grands Félidés.	86	1918	11	Séance du 13 février 1918. Communications. Nématodes parasites du Congo Belge, par A. Railliet et A. Henry. / Sur un strongylidé vivant dans des kystes intestinaux chez les grands Félidés, par A. Railliet	13 février 1918
1940	BSPE-1918-93	RAILLIET (A.)	Communication	Un bunostomien pathogène, parasite de la vési- cule biliaire d’un Rongeur africain.	93	1918	11	Séance du 13 février 1918. Communications. Sur un strongylidé vivant dans des kystes intestinaux chez les grands Félidés, par A. Railliet. / Un Bunostomien pathogène, parasite de la vésicule biliaire d'un rongeur africain, par A. Railliet	13 février 1918
1941	BSPE-1918-98	LANGERON (Maurice)	Communication	Morphologie et biologie de la larve de Theobaldia spathipalpis Rondani, 1872. 	98	1918	11	Séance du 13 février 1918. Communications. Un Bunostomien pathogène, parasite de la vésicule biliaire d'un rongeur africain, par A. Railliet. / Morphologie et biologie de la larve de Theobaldia spathipalpis Rondani, 1872, par M. Langeron	13 février 1918
1942	BSPE-1918-104	LÉGER (Marcel), MOUZELS (P.)	Communication	Dermatose prurigineuse déterminée par des Papillons saturnides du genre Hylesia.	104	1918	11	Séance du 13 février 1918. Communications. Dermatose prurigineuse déterminée par des papillons saturnides du genre Hylesia, par M. Leger et P. Mouzels	13 février 1918
1943	BSPE-1918-108	PHISALIX (M.)	Communication	Les venins cutanés du Spelerpes fuscus Gray. 	108	1918	11	Séance du 13 février 1918. Communications. Les venins cutanés du Spelerpes fuscus Gray, par Mme M. Phisalix	13 février 1918
1944	BSPE-1918-113	JOUIN (A.)	Communication	De la fréquence des lipomes chez les Malgaches leur variété, siège. Étiologie. Pathogénie. 	113	1918	11	Séance du 13 février 1918. Communications.Les venins cutanés du Spelerpes fuscus Gray, par Mme M. Phisalix. (Laboratoire d'herpétologie du Muséum.). / De la fréquence des Lipomes chez les malgaches ; leur variété, siège. Etiologie, pathogénie. Par A. Jouin	13 février 1918
1945	BSPE-1918-117	VELU (H.)	Mémoire	La septicémie contagieuse du porc au Maroc.	117	1918	11	Séance du 13 février 1918. Mémoires. La septicémie contagieuse du porc au Maroc, par H. Velu	13 février 1918
1946	BSPE-1918-124	LÉGER (Marcel)	Mémoire	Parasites sanguicoles d’Oiseaux de la Guyane.	124	1918	11	Séance du 13 février 1918. Mémoires. La septicémie contagieuse du porc au Maroc, par H. Velu. (Travail du laboratoire de recherches du Service de l'elevage du Maroc.). / Parasites sanguicoles d'oiseaux de la Guyane, par Marcel Leger	13 février 1918
1947	BSPE-1918-130	LAVERAN (Alphonse)	Mémoire	Boutons d’Orient expérimentaux chez un Cercopithecus mona  multiplication des boutons primaires par auto-inoculations. Le C. mona et un mangabey, morts au cours d’infections cutanées, ne présentent pas trace d’infection viscérale. 	130	1918	11	Séance du 13 février 1918. Mémoires. Parasites sanguicoles d'oiseaux de la Guyane, par Marcel Leger. (Institut d'hygiène de Cayenne.). / Boutons d'Orient expérimentaux chez un Cercopithecus mona ; multiplication des boutons primaires par auto-inoculations. Le C. mona et un mangabey, morts au cours d'infections cutanées, ne présentent pas trace d'infection viscérale. Par A. Laveran	13 février 1918
1948	BSPE-1918-136	ESCOMEL (E.)	Mémoire	Le Glyptocranium gasteracanthoïdes, araignée venimeuse du Pérou. Étude clinique et expérimentale de l’action du venin. 	136	1918	11	Séance du 13 février 1918. Mémoires. Boutons d'Orient expérimentaux chez un cercopithecus mona ; multiplication des boutons primaires par auto-inoculations. Le C. mona et un mangabey, morts au cours d'infections cutanées, ne présentent pas trace d'infection viscérale. Par A. Laveran. / Le Glyptocranium gasteracanthoïdes, araignée venimeuse du Pérou. Etude clinique et expérimentale de l'action du venin, par le Dr Edmundo Escomel.	13 février 1918
1949	BSPE-1918-154	TEISSONNIERE (M.), BÉGUET (M.), JOLLY (R.)	Communication	Remarques sur les hémocultures pratiquées au laboratoire de bactériologie de l’Armée d’Orient du mois de juin au mois de décembre 1917. 	154	1918	11	Séance du 13 mars 1918. Communications. Remarques sur les hémocultures pratiquées au laboratoire de bactériologie de l'armée d'Orient du mois de juin au mois de décembre 1917, par M. Teissonnière, M. Béguet et R. Jolly	13 mars 1918
1950	BSPE-1918-157	SERGENT (ED.), RAYNAUD (L.)	Communication	Multiplication intra ganglionnaire d’un staphy- locoque dans un cas rapidement mortel rappelant le bubon climatique.	157	1918	11	Séance du 13 mars 1918. Communications. Multiplication intraganglionnaire d'un staphylocoque dans un cas rapidement mortel rappelant le bubon climatique, par Edmond Sergent et Lucien Raynaud	13 mars 1918
